Date,SARIMA,LSTM,Ridge,Prophet,RL_Best_Forecast,Model_Used
2034-11-01,16.27718347019993,18.432947,22.06004701208402,15.08619145924326,18.432947,LSTM
2034-12-01,13.292087189255597,14.8165655,19.03174115625873,12.564024577585808,14.8165655,LSTM
2035-01-01,11.98305162818903,12.295803,10.953577300111082,10.71464853425073,11.98305162818903,SARIMA
2035-02-01,12.425576465370757,11.06368,15.509868204283318,10.510061408637345,12.425576465370757,SARIMA
2035-03-01,14.343110603838026,11.003908,19.30856521973402,14.386963594148876,14.343110603838026,SARIMA
2035-04-01,16.758529377458384,12.484386,22.3496683464632,17.00491172017498,12.484386,LSTM
2035-05-01,19.87357214199392,16.137,24.63317758447084,20.01009616542601,24.63317758447084,Ridge
2035-06-01,24.158384509852983,20.945642,26.159092933756945,24.148895844882063,20.945642,LSTM
2035-07-01,27.591290665284763,24.640884,26.92741439432152,28.411208380884386,27.591290665284763,SARIMA
2035-08-01,27.77745358969693,26.327736,26.93814196616456,28.098311851305983,27.77745358969693,SARIMA
2035-09-01,24.86632827688228,25.550587,26.19127564928607,24.876425728160967,25.550587,LSTM
2035-10-01,21.370915497646223,22.64849,24.686815443686044,21.388060041522717,22.64849,LSTM
2035-11-01,16.339558403031496,18.657053,22.424761349364488,16.274424741801294,18.657053,LSTM
2035-12-01,13.354382755556584,15.00456,19.405113366321395,13.545175173323578,15.00456,LSTM
2036-01-01,12.045312390382849,12.428343,11.2433887578669,11.939245964090984,12.045312390382849,SARIMA
2036-02-01,12.487848993235668,11.131607,15.80833753482134,11.555520674150568,12.487848993235668,SARIMA
2036-03-01,14.405434114323768,11.007976,19.61569242305425,14.670150905386912,14.405434114323768,SARIMA
2036-04-01,16.820917108119932,12.385488,22.665453422565616,16.684884740202527,12.385488,LSTM
2036-05-01,19.936042694150512,15.924224,24.95762053335546,20.35918908224748,24.95762053335546,Ridge
2036-06-01,24.22096898486492,20.710323,26.492193755423767,24.74885117950388,20.710323,LSTM
2036-07-01,27.653966413014803,24.504519,27.269173088770543,27.683281250779796,27.653966413014803,SARIMA
2036-08-01,27.840134287051388,26.313745,27.288558533395783,28.161331909655686,27.840134287051388,SARIMA
2036-09-01,24.92893157441629,25.662254,26.55035008929949,24.883490075130464,25.662254,LSTM
2036-10-01,21.433425860561336,22.839556,25.05454775648167,21.858650761603634,22.839556,LSTM
2036-11-01,16.401934994262508,18.878004,22.80115153494232,16.04831823241032,18.878004,LSTM
2036-12-01,13.416679978146854,15.148255,19.790161424681425,13.295477473911106,15.148255,LSTM
2037-01-01,12.107574807940583,12.522241,11.544876063920078,11.560172024386125,12.107574807940583,SARIMA
2037-02-01,12.55012317677732,11.166392,16.118482713656718,11.917984013413353,12.55012317677732,SARIMA
2037-03-01,14.467759281841758,10.994197,19.934495474671827,14.422143924534089,14.467759281841758,SARIMA
2037-04-01,16.88330649752119,12.270181,22.9929143469654,17.013043855120877,12.270181,LSTM
2037-05-01,19.99851490724883,15.679428,25.29373933053744,20.103735228499225,25.29373933053744,Ridge
2037-06-01,24.283555123847524,20.411093,26.836970425387957,24.779803812815032,20.411093,LSTM
2037-07-01,27.71664382714223,24.269392,27.622607631516928,27.7973215451622,27.71664382714223,SARIMA
2037-08-01,27.90281665093483,26.18836,27.650650948924373,28.38652908435057,27.90281665093483,SARIMA
2037-09-01,24.991536536421407,25.686792,26.92110037761028,25.490149111959088,25.686792,LSTM
2037-10-01,21.495937885476653,22.992659,25.43395591757466,21.93074956369396,22.992659,LSTM
2037-11-01,16.464313243937056,19.104006,23.189217568817508,16.709857542757756,19.104006,LSTM
2037-12-01,13.47897885707044,15.310305,20.18688533133881,13.59304488500353,15.310305,LSTM
2038-01-01,12.169838880906257,12.6468525,11.85803921827062,12.272214434189555,12.169838880906257,SARIMA
2038-02-01,12.612399016039738,11.226812,16.440303740789467,12.697300724812663,12.612399016039738,SARIMA
2038-03-01,14.530086106436054,10.999406,20.26497437458677,13.64467922445398,14.530086106436054,SARIMA
2038-04-01,16.945697545706256,12.1750965,23.332051119662545,16.65889562125798,12.1750965,LSTM
2038-05-01,20.060988781333045,15.468584,25.641533976016788,19.314000672377286,25.641533976016788,Ridge
2038-06-01,24.34614292684504,20.172575,27.193422943649495,24.13131985726868,20.172575,LSTM
2038-07-01,27.77932290771136,24.114996,27.98771802256068,27.38127699780377,27.77932290771136,SARIMA
2038-08-01,27.96550068139157,26.144894,28.02441921275032,27.923896802206148,27.96550068139157,SARIMA
2038-09-01,25.05414316294189,25.767637,27.30352651421843,25.35522630193429,25.767637,LSTM
2038-10-01,21.558451572436365,23.161516,25.82503992696501,21.3202896923937,23.161516,LSTM
2038-11-01,16.526693152099238,19.312372,23.588959450990057,16.637560465632117,19.312372,LSTM
2038-12-01,13.54127939237138,15.448311,20.59528508629357,13.208943378101816,15.448311,LSTM
2039-01-01,12.232104609323878,12.745306,12.18287822091852,12.243319248439493,12.232104609323878,SARIMA
2039-02-01,12.67467651106694,11.267155,16.77380061621957,12.790494513530083,12.67467651106694,SARIMA
2039-03-01,14.592414588150708,10.991629,20.60712912279908,12.794311835334176,14.592414588150708,SARIMA
2039-04-01,17.00809025271923,12.068914,23.68286374065705,15.989066580871024,12.068914,LSTM
2039-05-01,20.123464316447308,15.232037,26.001004469793497,18.44663882046937,26.001004469793497,Ridge
2039-06-01,24.408732393901698,19.888472,27.561551310208408,23.170360066545783,19.888472,LSTM
2039-07-01,27.84200365476648,23.90452,28.364504261901786,26.89154039239355,27.84200365476648,SARIMA
